fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
3920,Ben,Askren,Funky,180.34,170.0,185.42,Orthodox,1984-07-18,19,2,0,1.0,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
3919,Ibo,Aslan,The Last Ottoman,190.5,205.0,195.58,Orthodox,1996-04-23,12,1,0,,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
3918,Tom,Aspinall,,195.58,256.0,198.12,Orthodox,1993-04-11,13,3,0,,http://ufcstats.com/fighter-details/399afbabc02376b5
3917,Bruno,Assis,Brunao,187.96,185.0,,Orthodox,1992-05-23,8,4,0,,http://ufcstats.com/fighter-details/ff222167cce02919
3916,Junior,Assuncao,,175.26,145.0,182.88,Orthodox,1981-06-24,16,6,0,,http://ufcstats.com/fighter-details/d0d7160824278840
3915,Raphael,Assuncao,,165.1,135.0,167.64,Orthodox,1982-07-19,28,10,0,,http://ufcstats.com/fighter-details/2f13e4020cea5b38
3914,Bazigit,Atajev,Volk,185.42,230.0,,Orthodox,,17,1,0,,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
3913,Rich,Attonito,The Raging Bull,177.8,170.0,182.88,Orthodox,1977-06-16,10,5,0,,http://ufcstats.com/fighter-details/210935fd21670f6d
3912,Olivier,Aubin-Mercier,The Canadian Gangster,175.26,155.0,177.8,Southpaw,1989-02-23,11,5,0,,http://ufcstats.com/fighter-details/55ee431411ccf07a
3911,Pat,Audinwood,Awesomely Awesome,182.88,155.0,,Orthodox,1986-04-16,11,2,1,,http://ufcstats.com/fighter-details/196ed28337adc630
3910,Jose,Augusto,Gugu,190.5,251.0,,,1992-03-28,6,2,0,1.0,http://ufcstats.com/fighter-details/4d3b08ab127c7585
3909,Marcus,Aurelio,Maximus,177.8,155.0,187.96,Orthodox,1973-08-18,22,10,0,,http://ufcstats.com/fighter-details/04643fd03d9159cc
3908,David,Avellan,,175.26,185.0,,Orthodox,,2,1,0,,http://ufcstats.com/fighter-details/956dcac65e7b34d6
3907,Blas,Avena,The Disciple,182.88,170.0,187.96,Orthodox,1983-06-30,8,7,0,1.0,http://ufcstats.com/fighter-details/8753e125f4499816
3906,Levi,Avera,,185.42,170.0,,,1982-05-17,18,15,0,,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
3905,Anthony,Avila,,170.18,145.0,,,1988-12-29,13,5,0,,http://ufcstats.com/fighter-details/033d19259f589457
3904,Chris,Avila,,177.8,145.0,,Orthodox,1993-01-16,5,4,0,,http://ufcstats.com/fighter-details/4665cbf36b08193b
3903,Julia,Avila,Raging Panda,170.18,135.0,172.72,Orthodox,1988-05-11,9,2,0,,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
3902,Saad,Awad,Assassin,180.34,155.0,,,1983-06-07,20,9,0,,http://ufcstats.com/fighter-details/da603332ad41f165
3901,Javy,Ayala,Eye Candy,185.42,265.0,,,1988-08-20,10,5,0,,http://ufcstats.com/fighter-details/26387c19f32dda0f
3900,Jessin,Ayari,,182.88,155.0,185.42,Orthodox,1992-05-31,16,6,0,,http://ufcstats.com/fighter-details/6eaec40f724852f4
3899,Abu,Azaitar,Captain Morocco,175.26,185.0,193.04,Orthodox,1986-03-10,14,3,1,,http://ufcstats.com/fighter-details/46d0a888d87d91ac
3898,Ottman,Azaitar,Bulldozer,172.72,155.0,180.34,Switch,1990-02-20,13,2,0,,http://ufcstats.com/fighter-details/ee18ff42063174df
3897,Luiz,Azeredo,,175.26,154.0,,Orthodox,1976-06-10,15,10,0,,http://ufcstats.com/fighter-details/063649e21bc9d6d5
3896,Luciano,Azevedo,,190.5,161.0,,Orthodox,1981-06-25,17,9,1,,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
3895,Hunter,Azure,,172.72,145.0,175.26,Orthodox,1992-03-02,9,2,0,,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
3894,Niklas,Backstrom,,185.42,145.0,,Orthodox,1989-08-22,11,3,0,1.0,http://ufcstats.com/fighter-details/39cc64bf0a269db9
3893,Seth,Baczynski,The Polish Pistola,190.5,170.0,190.5,Orthodox,1981-10-26,20,14,0,,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
3892,Abdul,Azeem Badakhshi,The Afghan Lion,,145.0,,,,13,3,0,,http://ufcstats.com/fighter-details/968764372c49eab6
3891,Ryan,Bader,Darth,187.96,205.0,187.96,Orthodox,1983-06-07,23,5,0,,http://ufcstats.com/fighter-details/c0ab242c40decc55
3890,Izabela,Badurek,,165.1,115.0,,Orthodox,1991-07-11,6,3,0,,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
3889,Miguel,Baeza,Caramel Thunder,187.96,170.0,187.96,Orthodox,1992-08-23,10,3,0,,http://ufcstats.com/fighter-details/82d4c957649faf9b
3888,Ali,Bagautinov,Puncher,162.56,125.0,165.1,Orthodox,1985-06-10,15,6,0,,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
3887,Mehdi,Baghdad,The Sultan,185.42,155.0,,Orthodox,1985-04-13,11,5,0,,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
3886,Melsik,Baghdasaryan,The Gun,175.26,145.0,177.8,Southpaw,1992-01-28,8,2,0,,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
3885,Siyar,Bahadurzada,The Great,180.34,170.0,185.42,Orthodox,1984-04-17,24,8,1,,http://ufcstats.com/fighter-details/aec185309b4843d0
3884,Ignacio,Bahamondes,La Jaula,190.5,155.0,190.5,Orthodox,1997-08-27,14,5,0,,http://ufcstats.com/fighter-details/e4a47b07044ddd72
3883,Bahatebole,Batebolati,Lion King,180.34,155.0,180.34,Southpaw,1997-09-12,8,1,1,,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
3882,Shamar,Bailey,,175.26,155.0,190.5,Southpaw,1982-09-22,16,11,0,,http://ufcstats.com/fighter-details/e2b8186b618b00c4
3881,Jordan,Bailey,,175.26,145.0,,,,6,3,0,,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
3880,Scott,Baker,,182.88,210.0,,,,1,1,0,,http://ufcstats.com/fighter-details/7d5b12de1625984e
3879,Bryan,Baker,The Beast,190.5,185.0,,Orthodox,1985-10-13,18,5,0,,http://ufcstats.com/fighter-details/898337ef520fe4d3
3878,Jin,Bala,,175.26,155.0,,,,23,3,0,,http://ufcstats.com/fighter-details/371efa53bd0cf669
3877,Balajin,,The Snow Leopard,175.26,145.0,182.88,Orthodox,1992-03-31,23,4,0,,http://ufcstats.com/fighter-details/e626e92a8f2a9737
3876,Oluwale,Bamgbose,Holy War Angel,180.34,185.0,198.12,Switch,1987-08-04,6,4,0,,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
3875,Stephen,Banaszak,,182.88,145.0,,,1990-12-07,5,5,0,,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
3874,Marcin,Bandel,Bomba,177.8,155.0,,Orthodox,1989-10-10,15,7,0,,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
3873,Humberto,Bandenay,,180.34,145.0,180.34,Southpaw,1994-09-04,14,7,0,1.0,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
3872,Tae,Hyun Bang,Supernatural,175.26,155.0,180.34,Switch,1983-04-15,18,10,0,,http://ufcstats.com/fighter-details/9a2d3567abc02e34
3871,Yohan,Banks,,,,,,,2,1,0,,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
3870,Shauna,Bannon,Mama B,165.1,115.0,165.1,Switch,1993-10-23,5,1,0,,http://ufcstats.com/fighter-details/9c442aaf149ea982
3869,Antonio,Banuelos,,165.1,135.0,160.02,Orthodox,1979-09-23,20,11,1,,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
3868,Renan,Barao,The Baron,167.64,145.0,177.8,Orthodox,1987-01-31,34,9,0,1.0,http://ufcstats.com/fighter-details/2c99576fefe53c7c
3867,Junior,Barata,,177.8,170.0,,Orthodox,1982-01-25,9,3,1,,http://ufcstats.com/fighter-details/06dced58ca24a6bd
3866,Maycee,Barber,The Future,165.1,125.0,165.1,Switch,1998-05-18,13,2,0,,http://ufcstats.com/fighter-details/6a740daf1b279661
3865,Bryan,Barberena,Bam Bam,182.88,170.0,182.88,Southpaw,1989-05-03,18,11,0,,http://ufcstats.com/fighter-details/a331233f597090a5
3864,Dione,Barbosa,The Witch,167.64,125.0,167.64,Orthodox,1992-05-08,6,2,0,,http://ufcstats.com/fighter-details/27b388f0aab49780
3863,Edson,Barboza,Junior,180.34,145.0,190.5,Orthodox,1986-01-21,23,11,0,,http://ufcstats.com/fighter-details/64a50dad704d1d49
3862,Raoni,Barcelos,,170.18,135.0,170.18,Orthodox,1987-05-01,17,5,0,,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
3861,Daniel,Barez,,167.64,125.0,167.64,Orthodox,1988-12-10,16,6,0,,http://ufcstats.com/fighter-details/e8fe9c15d348e778
3860,Danny,Barlow,LeftHand2God,187.96,170.0,200.66,Southpaw,1995-08-02,7,0,0,,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
3859,Luke,Barnatt,The Bigslow,198.12,185.0,195.58,Orthodox,1988-04-13,13,4,0,,http://ufcstats.com/fighter-details/172c2135e70f87b7
3858,James,Barnes,Mooka,172.72,135.0,180.34,Orthodox,1982-05-28,14,5,0,,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
3857,Nick,Barnes,,180.34,170.0,,,,11,2,0,,http://ufcstats.com/fighter-details/78a5eea49638685d
3856,Shonte,Barnes,Shyne,180.34,185.0,193.04,Southpaw,1987-02-09,6,2,1,,http://ufcstats.com/fighter-details/e575b6ff678c1aca
3855,Josh,Barnett,The Warmaster,190.5,250.0,198.12,Orthodox,1977-11-10,35,8,0,,http://ufcstats.com/fighter-details/ad3f53c454cbbead
3854,Chris,Barnett,Beastboy,175.26,265.0,190.5,Orthodox,1986-06-14,23,8,0,,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
3853,Chris,Barnhizer,,,,,,,2,3,0,,http://ufcstats.com/fighter-details/91e69a1c3c87325b
3852,David,Baron,,167.64,155.0,,Switch,1973-02-15,17,4,1,,http://ufcstats.com/fighter-details/80c0bed43da0e27b
3851,Phil,Baroni,The New York Bad Ass,175.26,170.0,182.88,Orthodox,1976-04-16,15,18,0,,http://ufcstats.com/fighter-details/1652f3213655b935
3850,Dan,Barrera,The Fireman,175.26,170.0,,Orthodox,1980-12-23,3,1,0,,http://ufcstats.com/fighter-details/f12f979b657ab876
3849,Carlos,Barreto,,193.04,230.0,,Orthodox,,14,9,0,,http://ufcstats.com/fighter-details/a220be6d41d6f97d
3848,Jose,Barreto,,,185.0,,Southpaw,,0,1,0,,http://ufcstats.com/fighter-details/c32eab6c2119e989
3847,Peter,Barrett,Slippery,177.8,145.0,185.42,Southpaw,1986-08-10,11,5,0,,http://ufcstats.com/fighter-details/d21113c9ff3788ae
3846,Marc-Andre,Barriault,Powerbar,185.42,185.0,187.96,Orthodox,1990-02-18,16,6,0,1.0,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
3845,David,Barrios,,167.64,145.0,,,,4,8,0,,http://ufcstats.com/fighter-details/e6015889f50075d2
3844,Alexandre,Barros,Baixinho,175.26,170.0,,Southpaw,1976-11-19,22,11,0,,http://ufcstats.com/fighter-details/8fd1f27e86661ede
3843,Ricardo,Barros,,185.42,205.0,,,1976-03-22,2,2,0,,http://ufcstats.com/fighter-details/d26394fc0e8e880a
3842,Francimar,Barroso,Bodao,185.42,205.0,190.5,Orthodox,1980-02-28,19,7,0,1.0,http://ufcstats.com/fighter-details/b69f24c500d783e7
3841,Pat,Barry,HD,180.34,235.0,187.96,Orthodox,1979-07-07,8,7,0,,http://ufcstats.com/fighter-details/658c3465581ae46b
3840,Dean,Barry,The Sniper,177.8,170.0,182.88,Orthodox,1992-07-03,4,2,0,,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
3839,Enrique,Barzola,El Fuerte,170.18,145.0,177.8,Orthodox,1989-04-28,17,5,2,,http://ufcstats.com/fighter-details/be0b310a12eb80b4
3838,Javid,Basharat,The Snow Leopard,175.26,135.0,175.26,Orthodox,1995-09-07,14,0,0,,http://ufcstats.com/fighter-details/bbab3baf66128ae2
3837,Farid,Basharat,Ferocious,172.72,135.0,180.34,Orthodox,1997-08-02,11,0,0,,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
3836,Stephen,Bass,Bigfish,175.26,145.0,,Orthodox,1982-11-14,11,2,0,,http://ufcstats.com/fighter-details/1cecc8fe6748a532
3835,Sean,Bassett,,,155.0,,,,0,4,0,,http://ufcstats.com/fighter-details/2c733e059462c1dc
3834,Ryan,Bastianelli,Relentless,165.1,135.0,,,,6,7,0,1.0,http://ufcstats.com/fighter-details/29508aff4d93cbbe
3833,Shayna,Baszler,The Queen of Spades,170.18,135.0,,Orthodox,1980-08-08,15,11,0,,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
3832,Michel,Batista,,190.5,260.0,,Orthodox,1984-04-20,4,1,0,1.0,http://ufcstats.com/fighter-details/34218661c44ed55d
3831,Bryan,Battle,Pooh Bear,185.42,170.0,195.58,Orthodox,1994-09-21,11,2,0,,http://ufcstats.com/fighter-details/f626118b6da0e020
3830,Alan,Baudot,The Black Samourai,190.5,243.0,200.66,Orthodox,1988-02-01,8,3,0,2.0,http://ufcstats.com/fighter-details/c9a94278df042f46
3829,Mario,Bautista,,175.26,135.0,175.26,Switch,1993-07-01,13,2,0,,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
3828,Chris,Beal,Real Deal,170.18,125.0,175.26,Orthodox,1985-08-06,10,5,0,,http://ufcstats.com/fighter-details/55f446032177b119
3827,Donovan,Beard,The Highlight Reel,187.96,185.0,198.12,Orthodox,1989-11-05,7,2,0,,http://ufcstats.com/fighter-details/3a6ac598320ca7f2
3826,Rudy,Bears,,180.34,170.0,,Southpaw,,16,15,0,,http://ufcstats.com/fighter-details/74f13066b1417ef3
3825,Salvador,Becerra,,175.26,155.0,,,,5,2,0,,http://ufcstats.com/fighter-details/4fd76e7ba8313457
3824,Ariel,Beck,,167.64,125.0,167.64,Southpaw,1990-09-16,4,5,0,,http://ufcstats.com/fighter-details/b96939f2b8d88e82
3823,Jeff,Bedard,Little Popeye,167.64,145.0,,Orthodox,1970-02-06,13,3,0,,http://ufcstats.com/fighter-details/93bf96be327fcd98
3822,Eric,Bedard,Lucky Strikes,187.96,239.0,,,1984-09-11,6,7,0,,http://ufcstats.com/fighter-details/ce05955c26c3c090
3821,Johnny,Bedford,Brutal,177.8,135.0,180.34,Orthodox,1983-01-06,21,13,1,1.0,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
3820,Rolando,Bedoya,The Machine,180.34,170.0,187.96,Orthodox,1997-01-13,14,3,0,,http://ufcstats.com/fighter-details/40a456a25d52ee65
3819,Chase,Beebe,,170.18,135.0,170.18,Orthodox,1985-03-29,24,13,1,,http://ufcstats.com/fighter-details/b16a7e6a627e9789
3818,Lyle,Beerbohm,Fancy Pants,177.8,155.0,,Southpaw,1979-02-05,24,3,0,,http://ufcstats.com/fighter-details/babc6b5745335f18
3817,Allan,Begosso,Mini,165.1,135.0,167.64,Orthodox,1995-11-23,7,2,1,,http://ufcstats.com/fighter-details/d6ed764f8b78d32a
3816,Mirsad,Bektic,,172.72,145.0,177.8,Orthodox,1991-02-16,13,4,0,,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
3815,Diana,Belbita,The Warrior Princess,170.18,115.0,172.72,Orthodox,1996-06-26,15,7,0,,http://ufcstats.com/fighter-details/d7e40dca3ae125be
3814,Alan,Belcher,The Talent,187.96,185.0,190.5,Orthodox,1984-04-24,18,8,0,,http://ufcstats.com/fighter-details/4130a743d9d22163
3813,Vitor,Belfort,The Phenom,182.88,185.0,187.96,Southpaw,1977-04-01,26,14,0,1.0,http://ufcstats.com/fighter-details/0ee783aa00e468f0
3812,Yousri,Belgaroui,Baby Face Assassin,195.58,185.0,200.66,Orthodox,1987-07-07,5,3,0,,http://ufcstats.com/fighter-details/7674b836ce0698a0
3811,Rodolfo,Bellato,Trator,190.5,205.0,190.5,Orthodox,1996-02-05,10,2,0,,http://ufcstats.com/fighter-details/69898645d600abdb
3810,Danilo,Belluardo,Caterpillar,182.88,155.0,187.96,Southpaw,1994-07-21,12,5,0,,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
3809,Joey,Beltran,The Mexicutioner,185.42,185.0,190.5,Orthodox,1981-12-08,17,14,0,1.0,http://ufcstats.com/fighter-details/46baf0f57edfa4df
3808,Marco,Beltran,Psycho,172.72,125.0,175.26,Orthodox,1986-05-18,8,6,0,,http://ufcstats.com/fighter-details/ec71a892fada28c7
3807,Joseph,Benavidez,,162.56,125.0,165.1,Southpaw,1984-07-31,28,8,0,,http://ufcstats.com/fighter-details/80eacd4da0617c57
3806,Mike,Bencic,Batman,182.88,215.0,,Orthodox,,1,2,0,,http://ufcstats.com/fighter-details/a71feb7ea7592a71
3805,Dave,Beneteau,Dangerous,187.96,250.0,,Orthodox,,6,5,1,,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
3804,Karla,Benitez,,160.02,113.0,,,,14,11,1,1.0,http://ufcstats.com/fighter-details/6104730621ff318d
3803,Gabriel,Benitez,Moggly,172.72,155.0,180.34,Southpaw,1988-06-15,23,11,0,,http://ufcstats.com/fighter-details/436f970c9ea9169c
3802,Charles,Bennett,Krazy Horse,172.72,155.0,,Orthodox,1979-11-23,30,33,2,,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
3801,Josh,Bennett,,193.04,259.0,,Orthodox,,11,14,0,,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
3800,DeAnna,Bennett,The Argentine Assassin,162.56,125.0,172.72,Orthodox,1984-11-18,8,3,1,,http://ufcstats.com/fighter-details/404ecb2700844072
3799,Lance,Benoist,,180.34,170.0,182.88,Southpaw,1988-08-26,7,2,0,,http://ufcstats.com/fighter-details/5431dccc09118234
3798,Joe,Benoit,,175.26,170.0,,Orthodox,1982-03-12,11,4,0,,http://ufcstats.com/fighter-details/a30f6d375dea5f9b
3797,Ryan,Benoit,Baby Face,165.1,125.0,172.72,Orthodox,1989-08-25,10,8,0,,http://ufcstats.com/fighter-details/20999e27ddd94bda
3796,Pat,Benson,,175.26,155.0,,,,3,5,3,,http://ufcstats.com/fighter-details/a25f3dc0df974597
3795,Len,Bentley,,175.26,155.0,,,1982-11-30,10,6,0,,http://ufcstats.com/fighter-details/592d23aed850e652
3794,Steve,Berger,The Red Nosed Pitbull,180.34,170.0,,Orthodox,1973-05-20,21,23,2,1.0,http://ufcstats.com/fighter-details/21b1132949f2a9b0
3793,Kenneth,Bergh,,187.96,205.0,187.96,Orthodox,1989-06-26,8,0,0,1.0,http://ufcstats.com/fighter-details/aa8189053b3a8994
3792,Bret,Bergmark,The Angry Hick,175.26,170.0,,,1973-11-24,6,1,1,,http://ufcstats.com/fighter-details/2891c9f7b26b26fc
3791,Keith,Berish,Sha Bang Bang,182.88,205.0,,Orthodox,1985-11-14,5,1,0,1.0,http://ufcstats.com/fighter-details/e3779ef06e98f185
3790,Dennis,Bermudez,The Menace,167.64,155.0,167.64,Orthodox,1986-12-13,17,9,0,,http://ufcstats.com/fighter-details/6f242453c91a5af0
3789,Manny,Bermudez,The Bermudez Triangle,177.8,145.0,180.34,Orthodox,1994-07-16,14,2,0,,http://ufcstats.com/fighter-details/2dc1bc1a02961656
3788,Talita,Bernardo,,162.56,135.0,172.72,Orthodox,1987-03-04,6,4,0,,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
3787,Dave,Berry,,,,,,,0,1,0,,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
3786,Keith,Berry,,185.42,185.0,,,1987-10-25,15,14,1,1.0,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
3785,Dieusel,Berto,,175.26,200.0,,,,0,3,0,,http://ufcstats.com/fighter-details/0db70ca89e1c7374
3784,Edson,Berto,Little Tiger,167.64,155.0,,Orthodox,1983-07-05,17,12,1,,http://ufcstats.com/fighter-details/66766984842c13dc
3783,Allen,Berube,Monstah Lobstah,172.72,155.0,,Orthodox,1974-08-25,4,3,0,,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
3782,Anton,Berzin,The Body Snatcher,187.96,205.0,,Orthodox,1989-09-29,5,1,0,,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267
3781,Scott,Bessac,,193.04,245.0,,,,4,6,0,,http://ufcstats.com/fighter-details/3f24c96753dbd9f9
3780,Matt,Bessette,The Mangler,177.8,145.0,177.8,Orthodox,1984-12-28,22,9,0,1.0,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
3779,Khadzhi,Bestaev,Best,198.12,185.0,193.04,,1988-07-16,10,4,0,,http://ufcstats.com/fighter-details/e05f4ce199baca91
3778,Fernando,Bettega,,,170.0,,,1980-03-10,7,5,0,,http://ufcstats.com/fighter-details/a524710c3ef918fa
3777,Arjan,Bhullar,,185.42,245.0,190.5,Orthodox,1986-05-13,9,1,0,,http://ufcstats.com/fighter-details/7e511f8d842a109d
3776,KB,Bhullar,The Bengal,193.04,185.0,198.12,Switch,1991-10-12,8,2,0,,http://ufcstats.com/fighter-details/9cd047a828dd7515
3775,Bibulatov,Magomed,Chaborz,165.1,125.0,165.1,Orthodox,1988-08-22,14,2,0,,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
3774,David,Bielkheden,,177.8,155.0,180.34,Orthodox,1979-06-06,24,12,0,,http://ufcstats.com/fighter-details/1efa064872f089d0
3773,Blake,Bilder,El Animal,172.72,145.0,172.72,Switch,1990-07-12,8,1,1,,http://ufcstats.com/fighter-details/5095b0920a3602aa
3772,Jonas,Bilharinho,,180.34,145.0,190.5,Switch,1990-05-22,9,1,1,,http://ufcstats.com/fighter-details/ebbf571f349e79d9
3771,Jeremiah,Billington,,175.26,205.0,,Orthodox,1977-11-14,11,2,0,,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d
3770,Scott,Bills,,177.8,170.0,,,,7,9,1,,http://ufcstats.com/fighter-details/53f02bbc41d99432
3769,Anthony,Birchak,El Toro,172.72,135.0,175.26,Orthodox,1986-05-16,16,8,0,,http://ufcstats.com/fighter-details/c5a126ace82a6025
3768,Chris,Birchler,The Big Buck,190.5,205.0,,Switch,1987-06-05,7,4,0,,http://ufcstats.com/fighter-details/8a22c6b4d29880a3
3767,Michael,Bisping,The Count,185.42,185.0,190.5,Orthodox,1979-02-28,30,9,0,,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
3766,Amaury,Bitetti,,175.26,185.0,,Orthodox,,5,2,0,,http://ufcstats.com/fighter-details/7a359ef685a304a7
3765,Caio,Bittencourt,Leao,182.88,185.0,190.5,Orthodox,1991-05-22,14,7,0,,http://ufcstats.com/fighter-details/a653cb5eb4b39339
3764,Davi,Bittencourt,The Black,,125.0,,Orthodox,1994-10-12,14,3,0,,http://ufcstats.com/fighter-details/dd6ec6f941c3a414
3763,Simon,Biyong,,,205.0,,,1991-04-05,7,1,0,,http://ufcstats.com/fighter-details/27ab7257bf6a3b65
3762,Jan,Blachowicz,,187.96,205.0,198.12,Orthodox,1983-02-24,29,10,1,,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
3761,Jason,Black,The Black Legion,172.72,155.0,,Orthodox,1972-07-15,23,4,1,,http://ufcstats.com/fighter-details/b2f743746e8dcfa2
3760,Brad,Blackburn,Bad Brad,177.8,170.0,185.42,Orthodox,1977-05-25,18,13,1,1.0,http://ufcstats.com/fighter-details/7e69a4b0961aa555
3759,Jason,Blackford,,,,,,,3,3,0,,http://ufcstats.com/fighter-details/619d807fa54ae8f7
3758,Tom,Blackledge,,,205.0,,Orthodox,,10,7,0,,http://ufcstats.com/fighter-details/2adb11835acd815b
3757,Sherrard,Blackledge,The Thriller,180.34,155.0,190.5,Orthodox,1993-08-16,5,1,0,,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad
3756,Da'Mon,Blackshear,The Monster,177.8,135.0,182.88,Switch,1994-08-12,14,6,1,,http://ufcstats.com/fighter-details/da22387a0407a2dc
3755,Erin,Blanchfield,Cold Blooded,162.56,125.0,167.64,Orthodox,1999-05-04,12,1,0,,http://ufcstats.com/fighter-details/669970f7feba8ecd
3754,Maximo,Blanco,Maxi,172.72,145.0,180.34,Orthodox,1983-10-16,12,8,1,1.0,http://ufcstats.com/fighter-details/4a1329cc8eb0928a
3753,David,Blanco,,170.18,145.0,,,,2,0,0,,http://ufcstats.com/fighter-details/ebf298f8ac7e232b
3752,Curtis,Blaydes,Razor,193.04,265.0,203.2,Orthodox,1991-02-18,17,4,0,1.0,http://ufcstats.com/fighter-details/fa6796c55d6c5440
3751,Tereza,Bleda,,175.26,125.0,180.34,Orthodox,2001-11-30,7,1,0,,http://ufcstats.com/fighter-details/59c438c81fbf3ece
3750,Arlene,Blencowe,Angerfist,165.1,145.0,,,1983-04-11,9,6,0,,http://ufcstats.com/fighter-details/35d6337320a4ae48
3749,Byron,Bloodworth,,172.72,135.0,,Orthodox,1983-08-16,6,3,0,,http://ufcstats.com/fighter-details/ecdf14f4f8643d39
3748,Dashawn,Boatwright,"Buck, the 400-pound Silverback",182.88,205.0,,Orthodox,1988-02-29,3,1,0,,http://ufcstats.com/fighter-details/046a85108610c0d2
3747,Dan,Bobish,,187.96,345.0,,Southpaw,1970-01-26,17,9,0,,http://ufcstats.com/fighter-details/f348d05403fad037
3746,Mark,Bocek,,172.72,155.0,190.5,Orthodox,1981-10-24,12,5,0,,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
3745,Kyle,Bochniak,Killer B,170.18,145.0,177.8,Orthodox,1987-02-05,8,5,0,,http://ufcstats.com/fighter-details/c5af5750e8bae4f0
3744,James,Bochnovic,,193.04,205.0,205.74,Orthodox,1989-02-13,8,3,0,,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
3743,Jeremy,Boczulak,,,,,,,0,2,0,,http://ufcstats.com/fighter-details/1afd74f8cb0719f3
3742,Tim,Boetsch,The Barbarian,182.88,185.0,187.96,Orthodox,1981-01-28,21,13,0,,http://ufcstats.com/fighter-details/c80095f6092271a7
3741,Galore,Bofando,,180.34,170.0,182.88,Switch,1982-05-22,5,3,0,,http://ufcstats.com/fighter-details/8a56ea383fd26e52
3740,Jay,Bogan,,,145.0,,,,6,6,0,,http://ufcstats.com/fighter-details/53c21779d84ceb75
3739,Roman,Bogatov,,172.72,155.0,185.42,Orthodox,1990-12-15,10,1,0,,http://ufcstats.com/fighter-details/d61316139d68dbe3
3738,Derek,Bohi,Marshmallow,193.04,260.0,,,,8,5,0,,http://ufcstats.com/fighter-details/70a1c7626b5e0599
3737,Jerry,Bohlander,,180.34,199.0,,Orthodox,1974-02-12,11,4,0,,http://ufcstats.com/fighter-details/93892752c5fc23ca
3736,Mandy,Bohm,Monster,170.18,125.0,180.34,Orthodox,1989-07-30,8,2,0,1.0,http://ufcstats.com/fighter-details/297a2b35444c245b
